72,57,50070000900000040130000000,500700-9.-4-13,500700,9.-4-13,"",25149,847527,894701,-76.4824,42.4556,50070000900000040130000000002,500700,601,395,121,KELVIN PL,0.425805725864548,99,175,210,210,1 family,44800,225000,210,0,0103000020D5080000010000000A000000A92154A579DC2941FE41BF98074E2B413FAC86A39DDC29414183A61CD24D2B416AB20084BBDC2941F338F142964D2B41CDD8301DD3DC294111CF7384644D2B412F5FB6DE08DE29414B4DB1C37A4D2B41E2315B9F05DE2941D52266A1B54D2B4114BC06030EDE2941BD07ADDD4E4E2B417303C8459FDD2941B35778A64B4E2B415E2CAE7A30DD2941F8920F88464E2B41A92154A579DC2941FE41BF98074E2B41,180200
93,76,50070000800000040040000000,500700-8.-4-4,500700,8.-4-4,"",25167,846903,894569,-76.4847,42.4552,50070000800000040040000000002,500700,727,233,118,HEIGHTS CT,0.118190228703659,50,100,210,210,1 family,26900,157000,210,0,0103000020D508000001000000050000000FEAE9E537D82941177E5D48344D2B4118A9BE793FD82941639600786B4C2B41CD1F2F80A5D829416CBF68466F4C2B4103EF7AA09ED8294180505F38384D2B410FEAE9E537D82941177E5D48344D2B41,130100
95,78,50070000600000020020000000,500700-6.-2-2,500700,6.-2-2,"",25169,844297,894514,-76.4944,42.4551,50070000600000020020000000002,500700,883,260,129,KLINE RD,1.03386602679861,0,0,210,210,1 family,45800,236000,210,0,0103000020D5080000010000000B000000A77ADFA4EDC2294136E93F02174C2B416CA77BA365C3294105284BA5C04B2B41C0A77B5DDFC3294127802CB80F4B2B4174616B9A95C4294135037918B54B2B414E0ED20037C52941D224743D194C2B41C0B08122B8C4294136B51FBCAE4C2B41343D6A02DCC3294151092399244D2B416CA77BA365C32941F04B8F43314D2B4124F54BDCEDC229418BA1D3A1E74C2B417A667A621FC329412C92DE9C904C2B41A77ADFA4EDC2294136E93F02174C2B41,190200
100,83,50070013200000010170020000,500700-132.-1-17.2,500700,132.-1-17.2,"",25174,835970,894438,-76.5253,42.4549,50070013200000010170020000002,500700,802,314,305,BROOKFIELD RD,0.606926428566826,0,0,210,210,1 family,32200,250000,210,0,0103000020D508000001000000090000007A1E291C49822941EEB3F8C2EB4B2B4120B5D6BB4A8229414FF183B8CC4B2B41C825DB5C50822941ABD42A1C0C4B2B411484DCBA16832941309C6F1B324B2B41DD4C68D9C48329419A5BFCFD844B2B41FAF91461938329413DBD3FF8F34C2B41064ECA6460832941CD41DE99FE4C2B419A421C3945832941639600786B4C2B417A1E291C49822941EEB3F8C2EB4B2B41,217800
101,84,50070000400000020020020000,500700-4.-2-2.2,500700,4.-2-2.2,"",25175,836928,894524,-76.5217,42.4551,50070000400000020020020000002,500700,567,441,"",WILLIAMS GLEN RD,0.121599684161076,0,0,330,330,Vacant comm,1000,1000,330,0,0103000020D508000001000000090000003680D1BF2D8A29418378A586F24C2B41E3A6A4A3558A2941514A913D584C2B41FDA29A3D848A29411ACD01186E4C2B4106E76D84B28A294130E81D82CD4B2B414FE101D9CB8A294147C8559DD74B2B41AA22B4DFDF8A29417288287AE44B2B41959EFBC1D98A29419626CBF7F74B2B414A59E2E58A8A294190AFA626F54C2B413680D1BF2D8A29418378A586F24C2B41,0
105,88,50070000400000020020010000,500700-4.-2-2.1,500700,4.-2-2.1,"",25179,836840,894531,-76.522,42.4551,50070000400000020020010000002,500700,754,183,130,WILLIAMS GLEN RD,0.246908572226637,94,162,210,210,1 family,28100,120000,210,0,0103000020D508000001000000070000007D509B613D892941553E549FB14C2B41A5D30DA49C8929411352389A064C2B41E3A6A4A3558A2941514A913D584C2B413680D1BF2D8A29418378A586F24C2B414CE1CEDA9A8929418378A586F24C2B41F9947CDDA28929412C78CE79DC4C2B417D509B613D892941553E549FB14C2B41,91900
107,90,50070000800000010050000000,500700-8.-1-5,500700,8.-1-5,"",25181,846050,894517,-76.4879,42.4551,50070000800000010050000000002,500700,773,96,152,HIGHLAND AVE,2.50818178903768,0,0,311,311,Res vac land,52500,52500,311,0,0103000020D5080000010000001600000021CEBC7BD0CE29416AB8937D5D4C2B417418181EDACE2941207C4E82364C2B4157102E7DE9CE2941CD16A1B80B4C2B416775EFDCFACE294176965EA5EA4B2B41D0CCEF050ECF29412FE11FC6D14B2B41D989CD3E27CF2941EF47B0E3BD4B2B411DA00DE668CF29414CF73601954B2B41DC7C0CC2A2CF2941A89F5CBC774B2B411BA204FBD0CF2941D901BA3E644B2B416205C18436D02941E74C7B5F4B4B2B414E110480A4D0294143684A5C504B2B4172A36A25A0D3294166FF51C4604B2B4131CFDC3EECD32941D618D4F8794C2B41AE86E39B71D42941FBC39BE16E4C2B41B4A0F50215D52941A2C9771D214C2B41801E26C53FD52941776F00246B4C2B419740925F39D429410EFCBE01BB4C2B416F3045FEF9D32941D77E9282C94C2B410BF12CE36AD32941130A2FE0CF4C2B414D34BF823DD12941BF8AD499E94C2B41DA040244ABD02941862D08E07B4C2B4121CEBC7BD0CE29416AB8937D5D4C2B41,0
109,92,50070000300000030010000000,500700-3.-3-1,500700,3.-3-1,"",25182,836327,894566,-76.5239,42.4552,50070000300000030010000000002,500700,571,769,"",BROOKFIELD RD,0.0473334929897722,34,56,311,311,Res vac land,1000,1000,311,0,0103000020D50800000100000004000000B9C85BD94D85294160E19D1EE24C2B417E681DB9E58529416589B219A04C2B419A3A7C9E3B862941234FA05EE74C2B41B9C85BD94D85294160E19D1EE24C2B41,0
116,99,50070000900000030030000000,500700-9.-3-3,500700,9.-3-3,"",25189,847389,894508,-76.4829,42.455,50070000900000030030000000002,500700,508,507,114,KELVIN PL,0.181700568388818,70,114,210,210,1 family,33200,273000,210,0,0103000020D50800000100000007000000F8922502C8DB2941E034175C9C4C2B41C1E982E0CADB29418A62D63F104C2B411A3D0EB9E5DB29418A62D63F104C2B41D08FCC1B3EDC2941D946A49C124C2B41D75098C4ADDC2941F0AD0BC7144C2B4152F1ADFAA9DC29415CE018F89F4C2B41F8922502C8DB2941E034175C9C4C2B41,239800
118,101,50070000900000030070000000,500700-9.-3-7,500700,9.-3-7,"",25191,847280,894466,-76.4834,42.4549,50070000900000030070000000002,500700,815,229,214,WAIT AVE,0.179541549667491,55,156,210,210,1 family,36000,178000,210,0,0103000020D508000001000000060000003E2F5B432BDB294176DB4803994C2B4108D722BA2EDB29412A6DF15D6D4B2B4193BA3EC196DB294189168B7F6D4B2B4116B7E52093DB294183124AA39B4C2B4152300CC372DB2941A11BB0D99A4C2B413E2F5B432BDB294176DB4803994C2B41,142000
123,106,50070000400000020030000000,500700-4.-2-3,500700,4.-2-3,"",25196,837027,894542,-76.5213,42.4551,50070000400000020030000000002,500700,895,125,"",WILLIAMS GLEN RD,0.730952201910378,0,0,311,311,Res vac land,8500,8500,311,0,0103000020D5080000010000000C0000004A59E2E58A8A294190AFA626F54C2B41959EFBC1D98A29419626CBF7F74B2B41AA22B4DFDF8A29417288287AE44B2B414FE101D9CB8A294147C8559DD74B2B4106E76D84B28A294130E81D82CD4B2B413F7C4079BA8A29417A3E73A0A84B2B411D457DA3BC8A29417F66F3A1714B2B41B9D103E02B8C29410642F8217C4B2B416D3D77C6CA8B2941D798A2A57D4C2B411FDC87261B8C29412C052538BA4C2B413BF64A99128C294174AD785F004D2B414A59E2E58A8A294190AFA626F54C2B41,0
124,107,50070000800000010060000000,500700-8.-1-6,500700,8.-1-6,"",25197,846376,894450,-76.4867,42.4549,50070000800000010060000000002,500700,828,311,150,HIGHLAND AVE,0.393476566424886,121,157,220,220,2 family,46600,140000,220,0,0103000020D5080000010000000600000072A36A25A0D3294166FF51C4604B2B417ED68E396DD42941095D53B8634B2B41B4A0F50215D52941A2C9771D214C2B41AE86E39B71D42941FBC39BE16E4C2B4131CFDC3EECD32941D618D4F8794C2B4172A36A25A0D3294166FF51C4604B2B41,93400
126,109,50070000400000020050000000,500700-4.-2-5,500700,4.-2-5,"",25199,837398,894255,-76.52,42.4543,50070000400000020050000000002,500700,719,120,945,CLIFF ST,5.94830446151109,0,0,210,210,1 family,47800,130000,210,0,0103000020D5080000010000002200000014FDBBA6B18A29411683279A274A2B417BC1D2BAED8A294119B8F5F9BB492B41D6008E66138B29414AA70CE17E492B4111E3DC3D3F8B29416DD8B86538492B4139F3299F7E8B2941EE3F8F7DDE482B41A31E3EFACF912941442CE0BC1E492B41255755E0AB912941C2443BF874492B414BC1DFA093912941363AB8BAA5492B4156178CFF4E91294127C8FBBE374A2B416640AADA4F9029419D1A6566674C2B41A1CF9704139029417C0AC7C05D4C2B41CF327084F38F29415D81F583534C2B41901D5AC2DD8F2941088856E6474C2B41C1EB7BFDAA8F2941207C4E82364C2B41877E49628D8F294170671A9B344C2B417557EFE3498F294161290A7F114C2B4102D0EBA0FD8E29410C306BE1054C2B41438EB2FFCD8E2941781D65C1F84B2B415CF8B5259A8E2941F7DC26DEE04B2B4115772CC36B8E2941C0EC501DCD4B2B41043A0BBD448E29412AD3AFE7BC4B2B41225ECBDB0F8E2941F25B7064A24B2B415B887E40DD8D2941985461E8814B2B4150F34061AE8D294136A455A4684B2B410972B7FE7F8D29416E2880DF554B2B4174C3D25C4E8D2941F0F514814B4B2B41309BB9E3058D29412D88AF9A4D4B2B41F87EF1E0E88C2941F0F514814B4B2B41A2E7195CBB8C294147830899304B2B41B977C680838C29414A173420204B2B41A7604E79588C294111A0F49C054B2B4101CAA0D9568C29416699F6E0094B2B416514835C028C29414924E524E44A2B4114FDBBA6B18A29411683279A274A2B41,82200
141,124,50070000800000050010000000,500700-8.-5-1,500700,8.-5-1,"",25214,846739,894422,-76.4854,42.4548,50070000800000050010000000002,500700,546,353,111-13,HEIGHTS CT,0.209503370916291,105,83,220,220,2 family,32700,195000,220,0,0103000020D508000001000000050000004DC2328497D62941EEA6D3570A4C2B41081C2AC212D72941D5803D78344B2B41B7EAB6A180D72941F5903EC4364B2B414874BFBA78D72941F02D3D1A114C2B414DC2328497D62941EEA6D3570A4C2B41,162300
148,131,50070000300000030040000000,500700-3.-3-4,500700,3.-3-4,"",25221,836747,894335,-76.5224,42.4546,50070000300000030040000000002,500700,577,1113,104,BROOKFIELD RD,0.247969342197723,129,84,210,210,1 family,24200,152600,210,0,0103000020D50800000100000005000000E0284FA43D882941BEA06803234B2B417B83052344882941AF62929A0E4B2B410A47BA1FD8892941A6E02D07A44A2B410A930C63568929411687CC468C4B2B41E0284FA43D882941BEA06803234B2B41,128400
156,139,50070000800000010120000000,500700-8.-1-12,500700,8.-1-12,"",25230,845836,894207,-76.4887,42.4542,50070000800000010120000000002,500700,553,467,140,THURSTON AVE,0.644809313225187,160,200,418,418,Inn/lodge,75000,148000,418,0,0103000020D50800000100000011000000F92BB0A45FCF29415A5829E5BC492B41324A6F026BCF29418F4E4F48A0492B41875A517983CF294188B975A784492B410E179A9CC3CF2941C4585E1F52492B41B228494318D02941602E0E8413492B41CB89795CB6D02941D75859A6D8482B4127325D83AED029414CF3F4FA284A2B414E110480A4D0294143684A5C504B2B416205C18436D02941E74C7B5F4B4B2B411627D98245D0294198EEA25E324B2B4171DF9E2056D02941EC74FB60144B2B41054107E063D02941C55CDAD8CC4A2B411008E2C450D02941F9DF1C477F4A2B4183C95E7914D02941761FD603554A2B41186B4FA090CF294139271ABA0A4A2B41EC8A7EBE6ECF2941CBC6D93EEE492B41F92BB0A45FCF29415A5829E5BC492B41,73000
161,144,50070000800000050110000000,500700-8.-5-11,500700,8.-5-11,"",25235,846789,894317,-76.4852,42.4545,50070000800000050110000000002,500700,828,115,5,LODGE WAY,0.153951573411009,125,69,210,210,1 family,31600,195000,210,0,0103000020D50800000100000007000000081C2AC212D72941D5803D78344B2B41BF32789E8BD72941D23AA5005A4A2B417244AEDFFBD729411F052987994A2B414E5D2BBDD2D7294122FF753ED14A2B4150DE3B00A3D72941F5903EC4364B2B41B7EAB6A180D72941F5903EC4364B2B41081C2AC212D72941D5803D78344B2B41,163400
162,145,50070000300000010200000000,500700-3.-1-20,500700,3.-1-20,"",25236,835857,894283,-76.5257,42.4544,50070000300000010200000000002,500700,826,312,151,OAKWOOD LN,0.628968756007309,110,252,220,220,2 family,34000,160000,220,0,0103000020D50800000100000007000000CE93125A268129417FA111A4D54A2B411BC16D99298129410B60ACC7FA492B41CA0A2F7E1B8329416BEF6F79554A2B41CA0A2F7E1B832941D8B5D124BA4A2B411484DCBA16832941309C6F1B324B2B41C825DB5C50822941ABD42A1C0C4B2B41CE93125A268129417FA111A4D54A2B41,126000
163,146,50070000700000030040000000,500700-7.-3-4,500700,7.-3-4,"",25237,845076,894285,-76.4915,42.4544,50070000700000030040000000002,500700,545,773,101,EDGECLIFF PL,0.321853967640339,100,120,210,210,1 family,38300,175000,210,0,0103000020D5080000010000000F000000660B2E7FAEC929418757F923A14A2B419278D97FB0C9294192944A66734A2B41980CED79B3C92941B74C9A60424A2B41A6204441C4C929412D6AC017264A2B41B04065E4E4C92941CAB219BE094A2B414011DBA383CA2941FE1BE9620F4A2B417F9D04FD95CA294118F080397A4A2B413D2B909BBDCA2941260D49C3DE4A2B41F2240840E2CA2941B26904BD274B2B4173FADBBBB6CA294104DC9C3E254B2B41B6F53C8692CA2941F9AB995A1E4B2B41635689DB31CA2941046956A3FB4A2B416AA914FAD2C929410D1FDB7CCE4A2B4125DA413FBEC92941B8259F85BB4A2B41660B2E7FAEC929418757F923A14A2B41,136700
175,158,50070000300000010190000000,500700-3.-1-19,500700,3.-1-19,"",25249,835551,894242,-76.5268,42.4543,50070000300000010190000000002,500700,623,693,152,OAKWOOD LN,0.668878021092691,100,260,220,220,2 family,32600,180000,220,0,0103000020D50800000100000005000000B1A6A1DFBF7E2941D2A000E4B04A2B41189B5E9ECB7E29412D1127F9B7492B412747C0A2B4802941D3E86C44E0492B4120C5857AB8802941B69ED21CBC4A2B41B1A6A1DFBF7E2941D2A000E4B04A2B41,147400
177,160,50070000900000050010000000,500700-9.-5-1,500700,9.-5-1,"",25251,846958,894089,-76.4846,42.4539,50070000900000050010000000002,500700,538,23,410,THURSTON AVE,1.0500527706334,279,144,464,464,Office bldg.,102000,800000,464,0,0103000020D50800000100000012000000B1CDB63E7AD72941FC311A2650482B416ABD5B627DD72941E7D1B0B749482B41F601C4BE84D729415646145A43482B41826ADEBE99D729415646145A43482B41E131B95D00D82941DC21DF263F482B412D51293B53D829416DAD7B8445482B41284D115AC4D82941B4E84C194F482B4119B2C43E18D92941678B85D85A482B419CEFF37976D929414B0926BE69482B41F35E2BA5B9D92941FDA4C36772482B419982B3639BD929412D9EE05D8E492B41DB2AB33A88D929412AB55DBE9C4A2B414C89EC8444D9294166D414E36D4A2B4165F5E605FFD82941DB77F6422C4A2B4153D371DE0CD82941A9F70CE410492B41C89EEB3EA4D72941BAF0CFFB8C482B41D467BD7E7FD72941EC5FEF4262482B41B1CDB63E7AD72941FC311A2650482B41,698000
184,167,50070000300000020130000000,500700-3.-2-13,500700,3.-2-13,"",25258,836306,894192,-76.524,42.4542,50070000300000020130000000002,500700,561,1152,125,CAMPBELL AVE,0.440674669102319,104,200,220,220,2 family,32000,180000,220,0,0103000020D50800000100000006000000E85FC8B9DA842941123D8F224D492B41F919152074862941F9272601B6492B41245423613E86294114627C61704A2B4118101D1CDF8429417AC787581A4A2B41127C0922DC842941B71472C77C492B41E85FC8B9DA842941123D8F224D492B41,148000
188,171,50070000800000010090000000,500700-8.-1-9,500700,8.-1-9,"",25262,846142,894151,-76.4876,42.454,50070000800000010090000000002,500700,0,0,214,THURSTON AVE,0.365181718960361,93,169,418,418,Inn/lodge,74000,450000,418,0,0103000020D508000001000000070000004795E1201ED22941B1ADF463DC482B41CEB85B6442D229415E345E26E3482B41F5EE51C47DD22941FCF6FB23EC482B41A7027F60DCD2294144B99921F5482B41EDC16FA4D8D229411268CC03404A2B414795E1201ED229412EEAC877384A2B414795E1201ED22941B1ADF463DC482B41,376000
189,172,50070000800000010100000000,500700-8.-1-10,500700,8.-1-10,"",25263,846050,894142,-76.4879,42.454,50070000800000010100000000002,500700,558,333,210,THURSTON AVE,0.381355273375104,93,178,418,418,Inn/lodge,74000,350000,418,0,0103000020D50800000100000007000000EE95AEDC66D12941C81EC543304A2B4187160E5A69D1294196388001BE482B4152BAE71A90D129412EE64CBEBD482B414EC0CCE5D4D129416356B778C6482B414795E1201ED22941B1ADF463DC482B414795E1201ED229412EEAC877384A2B41EE95AEDC66D12941C81EC543304A2B41,276000
204,187,50070000900000060070000000,500700-9.-6-7,500700,9.-6-7,"",25278,847762,894106,-76.4816,42.4539,50070000900000060070000000002,500700,491,184,313,WAIT AVE,0.281562015668041,100,114,418,418,Inn/lodge,34000,375000,418,0,0103000020D50800000100000008000000466F7C5FA6DE29417B754F9CA0492B41090C1D45AADE2941C178BEE4D5482B416033F0E24BDF2941665D8C41D8482B417F3EFB7DD0DF2941A3EF265BDA482B41A70DC003AEDF2941A3D579DE1E492B412D0094E288DF2941DAB864E75F492B41C27FC97A5FDF2941205A1DF9A2492B41466F7C5FA6DE29417B754F9CA0492B41,341000
209,192,50070000500000020010000000,500700-5.-2-1,500700,5.-2-1,"",25284,842811,894103,-76.4999,42.4539,50070000500000020010000000002,500700,655,1018,1311,CAYUGA ST N,0.0558087262074642,44,50,210,210,1 family,10000,18000,210,0,0103000020D508000001000000060000002213DE042BB8294131B9014167492B4136BD3F212DB82941DB4CB96139492B41CF3D9F9E2FB82941049370DA0A492B41C2324E9CF7B8294125A30E8014492B4145B8E164F7B829418BEE430719492B412213DE042BB8294131B9014167492B41,8000
217,200,50070001800000030020000000,500700-18.-3-2,500700,18.-3-2,"",25292,837712,893627,-76.5188,42.4526,50070001800000030020000000002,500700,716,278,"",CLIFF ST,12.8160536035447,0,0,330,330,Vacant comm,90000,90000,330,0,0103000020D5080000010000003E00000039F3299F7E8B2941EE3F8F7DDE482B41BFB1691DAD8B2941BFFE3FDAA1482B416D29A799D58B29416A925AA16C482B4168AE7B214A8C294104F5EC5DEE472B4143916D43868C2941251F9B26AC472B41B0884B42AC8C29413F0DA6C6C3472B41CC9C29A4D88C2941B8A44A88DB472B41C1ADAE65018D2941237E2141F1472B41D80BBE840B8D294189C956C8F5472B41FFB8C77B438D29410C8AC6FE09482B418FEF6EA14C8D294192652E250D482B411F5BAAE17B8D2941CA5C9FFB23482B41CD837420928D29415AE13D9D2E482B419CD128639F8D2941FF45DAA634482B41C12FBF1CC58D2941AF5AABE73D482B415C136204CF8D2941543F794440482B41A1BC8BC0E78D29416A1F140643482B41DD8C01C60C8E2941A8B8ACDB40482B4129532BE52B8E2941DC21DF263F482B41CF2A61608F8E2941519A20FF11472B41335191F9A68E29410E8DBC67A8462B41E82624FC8C8D2941C8DE7B448B462B4123F5A2A6C38D29410BA05A6843462B41BB85E49ADE8D29416F78ACFA16462B419C14A899EF8D294135FAD161F9452B41001338D91C8E29411EB4DBBC9F452B41BC0D0D1B18902941F682325D2B412B41D1F408A325902941AF4000662D412B41083971FF2C902941275E9A832E412B41E5F5B9226D90294165EAAA4752412B410890C06272902941FF9E121A55412B41D636BB63B3902941A7FDFBDA92412B41B3358303CA9029417929697DA1412B417D408EE4D4902941AC0B6CB9A7412B41358979C60B91294184CC15A3CA412B4159DB1B796F91294139EF56C2E8412B41AB4B201A759129410E2FBE98EA412B41E2F2CBE08391294178085B9EF1412B4184DF9EFE9E9129418E686166FF412B4157BB5745B891294155E4FC7703422B41D3BEB0E5BB9129415E8D969903422B41A4F894FBD39129413F84306304422B419A94FD80EE9129412AA495A101422B41D844D97D0E9229414A34659A07422B41882151BF2C92294158EBD14015422B4120C662E03C9229414F42D5781C422B4160528C394F92294190E2A5BD24422B418A3C309C92922941109C17383D422B415F32C805989229416107B2FD3E422B41626B74BBC6922941D3091A7842422B4145210B9EFF9229411945B1593D422B41BF1679DC529329414D3B3A6319422B4189D019255D932941957D6C5A17422B410F9150FE79932941F0989EFD14422B41F7147406A793294174ED9C6111422B419E61C6BD189429412382654208422B4189522ADC20942941C4D8CB2008422B417C143C603794294153DDFEBB07422B41A309AAE410942941456BA56692422B4100B15A99E49129411E9B8B9DD6482B41A31E3EFACF912941442CE0BC1E492B4139F3299F7E8B2941EE3F8F7DDE482B41,53700
